sample interval	    ECG
           3004	  0.185
           3005	  0.160
           3006	  0.065
           3007	  0.030
           3008	 -0.040
           3009	 -0.110
           3010	 -0.180
           3011	 -0.195
           3012	 -0.205
           3013	 -0.185
           3014	 -0.240
           3015	 -0.050
           3016	  0.580
           3017	  1.330
           3018	  1.290
           3019	 -0.150
           3020	 -0.840
           3021	 -0.705
           3022	 -0.395
           3023	 -0.190
           3024	 -0.175
           3025	 -0.155
           3026	 -0.185
           3027	 -0.125
           3028	 -0.145
           3029	 -0.120
           3030	 -0.090
           3031	 -0.075
           3032	 -0.050
           3033	 -0.035
           3034	 -0.010
           3035	  0.025
           3036	  0.030
           3037	  0.105
           3038	  0.115
           3039	  0.165
           3040	  0.200
           3041	  0.235
           3042	  0.260
           3043	  0.265
           3044	  0.265
           3045	  0.285
           3046	  0.240
           3047	  0.200
           3048	  0.160
           3049	  0.110
           3050	  0.070
           3051	  0.015
           3052	 -0.010
           3053	 -0.015
           3054	 -0.025
           3055	 -0.040
           3056	 -0.030
           3057	 -0.020
           3058	 -0.030
           3059	 -0.025
           3060	 -0.020
           3061	 -0.030
           3062	 -0.035
           3063	 -0.030
           3064	 -0.040
           3065	 -0.050
           3066	 -0.065
           3067	 -0.055
           3068	 -0.065
           3069	 -0.065
           3070	 -0.085
           3071	 -0.080
           3072	 -0.105
           3073	 -0.085
           3074	 -0.095
           3075	 -0.085
           3076	 -0.115
           3077	 -0.100
           3078	 -0.115
           3079	 -0.090
           3080	 -0.125
           3081	 -0.105
           3082	 -0.065
           3083	  0.000
           3084	  0.020
           3085	  0.055
           3086	  0.165
           3087	  0.140
           3088	  0.050
           3089	  0.000
           3090	 -0.045
           3091	 -0.095
           3092	 -0.195
           3093	 -0.205
           3094	 -0.225
           3095	 -0.195
           3096	 -0.230
           3097	 -0.095
           3098	  0.455
           3099	  1.345
           3100	  1.605
           3101	 -0.075
           3102	 -0.845
           3103	 -0.635
           3104	 -0.365
           3105	 -0.160
           3106	 -0.170
           3107	 -0.150
           3108	 -0.160
           3109	 -0.135
           3110	 -0.130
           3111	 -0.105
           3112	 -0.100
           3113	 -0.070
           3114	 -0.055
           3115	 -0.030
           3116	 -0.015
           3117	  0.020
           3118	  0.055
           3119	  0.085
           3120	  0.105
           3121	  0.175
           3122	  0.195
           3123	  0.235
           3124	  0.255
           3125	  0.255
           3126	  0.270
           3127	  0.270
           3128	  0.250
           3129	  0.220
           3130	  0.180
           3131	  0.120
           3132	  0.065
           3133	  0.035
           3134	  0.015
           3135	  0.000
           3136	 -0.015
           3137	 -0.010
           3138	 -0.020
           3139	 -0.005
           3140	 -0.005
           3141	 -0.005
           3142	  0.000
           3143	  0.000
           3144	 -0.005
           3145	 -0.020
           3146	 -0.020
           3147	 -0.015
           3148	 -0.030
           3149	 -0.045
           3150	 -0.050
           3151	 -0.065
           3152	 -0.075
           3153	 -0.065
           3154	 -0.070
           3155	 -0.085
           3156	 -0.080
           3157	 -0.080
           3158	 -0.085
           3159	 -0.075
           3160	 -0.080
           3161	 -0.095
           3162	 -0.090
           3163	 -0.085
           3164	 -0.075
           3165	 -0.095
           3166	 -0.095
           3167	 -0.095
           3168	 -0.095
           3169	 -0.100
           3170	 -0.110
           3171	 -0.080
           3172	 -0.025
           3173	  0.025
           3174	  0.020
           3175	  0.095
           3176	  0.155
           3177	  0.110
           3178	  0.015
           3179	 -0.025
           3180	 -0.035
           3181	 -0.150
           3182	 -0.190
           3183	 -0.195
           3184	 -0.195
           3185	 -0.200
           3186	 -0.235
           3187	  0.065
           3188	  0.870
           3189	  1.575
           3190	  0.800
           3191	 -0.395
           3192	 -0.740
           3193	 -0.480
           3194	 -0.220
           3195	 -0.175
           3196	 -0.165
           3197	 -0.145
           3198	 -0.135
           3199	 -0.140
           3200	 -0.120
           3201	 -0.110
           3202	 -0.080
           3203	 -0.065
           3204	 -0.050
           3205	 -0.030
           3206	  0.000
           3207	  0.020
           3208	  0.055
           3209	  0.080
           3210	  0.115
           3211	  0.160
           3212	  0.190
           3213	  0.215
           3214	  0.240
           3215	  0.245
           3216	  0.250
           3217	  0.250
           3218	  0.235
           3219	  0.205
           3220	  0.165
           3221	  0.125
           3222	  0.080
           3223	  0.045
           3224	  0.030
           3225	  0.015
           3226	  0.010
           3227	  0.010
           3228	  0.005
           3229	  0.010
           3230	  0.005
           3231	  0.010
           3232	  0.000
           3233	  0.000
           3234	 -0.005
           3235	 -0.015
           3236	 -0.015
           3237	 -0.020
           3238	 -0.030
           3239	 -0.040
           3240	 -0.040
           3241	 -0.050
           3242	 -0.050
           3243	 -0.055
           3244	 -0.055
           3245	 -0.065
           3246	 -0.065
           3247	 -0.060
           3248	 -0.060
           3249	 -0.060
           3250	 -0.070
           3251	 -0.075
           3252	 -0.065
           3253	 -0.070
           3254	 -0.065
           3255	 -0.070
           3256	 -0.070
           3257	 -0.080
           3258	 -0.075
           3259	 -0.080
           3260	 -0.070
           3261	 -0.080
           3262	 -0.075
           3263	 -0.085
           3264	 -0.075
           3265	 -0.090
           3266	 -0.075
           3267	 -0.090
           3268	 -0.075
           3269	 -0.090
           3270	 -0.075
           3271	 -0.055
           3272	  0.000
           3273	  0.035
           3274	  0.035
           3275	  0.125
           3276	  0.155
           3277	  0.095
           3278	  0.015
           3279	 -0.030
           3280	 -0.030
           3281	 -0.155
           3282	 -0.170
           3283	 -0.185
           3284	 -0.175
           3285	 -0.195
           3286	 -0.185
           3287	  0.190
           3288	  1.105
           3289	  1.685
           3290	  0.195
           3291	 -0.650
           3292	 -0.620
           3293	 -0.385
           3294	 -0.145
           3295	 -0.155
           3296	 -0.135
           3297	 -0.145
           3298	 -0.125
           3299	 -0.135
           3300	 -0.115
           3301	 -0.110
           3302	 -0.065
           3303	 -0.055
           3304	 -0.030
           3305	 -0.020
           3306	  0.015
           3307	  0.040
           3308	  0.080
           3309	  0.095
           3310	  0.130
           3311	  0.150
           3312	  0.190
           3313	  0.210
           3314	  0.215
           3315	  0.220
           3316	  0.235
           3317	  0.230
           3318	  0.225
           3319	  0.195
           3320	  0.170
           3321	  0.130
           3322	  0.090
           3323	  0.055
           3324	  0.040
           3325	  0.020
           3326	  0.010
           3327	  0.010
           3328	  0.005
           3329	  0.015
           3330	  0.010
           3331	  0.010
           3332	  0.000
           3333	  0.000
           3334	  0.000
           3335	  0.000
           3336	 -0.015
           3337	 -0.020
           3338	 -0.030
           3339	 -0.035
           3340	 -0.045
           3341	 -0.045
           3342	 -0.055
           3343	 -0.040
           3344	 -0.055
           3345	 -0.050
           3346	 -0.055
           3347	 -0.040
           3348	 -0.065
           3349	 -0.060
           3350	 -0.060
           3351	 -0.050
           3352	 -0.070
           3353	 -0.065
           3354	 -0.070
           3355	 -0.055
           3356	 -0.080
           3357	 -0.065
           3358	 -0.085
           3359	 -0.060
           3360	 -0.085
           3361	 -0.075
           3362	 -0.095
           3363	 -0.065
           3364	 -0.045
           3365	  0.005
           3366	  0.050
           3367	  0.065
           3368	  0.165
           3369	  0.170
           3370	  0.095
           3371	  0.025
           3372	 -0.040
           3373	 -0.035
           3374	 -0.170
           3375	 -0.170
           3376	 -0.200
           3377	 -0.170
           3378	 -0.195
           3379	 -0.135
           3380	  0.265
           3381	  1.065
           3382	  1.555
           3383	  0.070
           3384	 -0.695
           3385	 -0.655
           3386	 -0.415
           3387	 -0.170
           3388	 -0.160
           3389	 -0.145
           3390	 -0.145
           3391	 -0.125
           3392	 -0.140
           3393	 -0.100
           3394	 -0.110
           3395	 -0.080
           3396	 -0.065
           3397	 -0.020
           3398	 -0.015
           3399	  0.015
           3400	  0.025
           3401	  0.065
           3402	  0.105
           3403	  0.125
           3404	  0.160
           3405	  0.180
           3406	  0.200
           3407	  0.230
           3408	  0.205
           3409	  0.230
           3410	  0.215
           3411	  0.205
           3412	  0.165
           3413	  0.150
           3414	  0.090
           3415	  0.060
           3416	  0.030
           3417	  0.015
           3418	  0.015
           3419	  0.000
           3420	  0.000
           3421	  0.000
           3422	 -0.010
           3423	  0.005
           3424	 -0.005
           3425	  0.000
           3426	 -0.025
           3427	 -0.025
           3428	 -0.030
           3429	 -0.040
           3430	 -0.040
           3431	 -0.045
           3432	 -0.055
           3433	 -0.055
           3434	 -0.060
           3435	 -0.055
           3436	 -0.065
           3437	 -0.070
           3438	 -0.070
           3439	 -0.080
           3440	 -0.080
           3441	 -0.075
           3442	 -0.080
           3443	 -0.085
           3444	 -0.095
           3445	 -0.080
           3446	 -0.085
           3447	 -0.100
           3448	 -0.085
           3449	 -0.090
           3450	 -0.100
           3451	 -0.100
           3452	 -0.100
           3453	 -0.025
           3454	  0.015
           3455	  0.020
           3456	  0.080
           3457	  0.185
           3458	  0.120
           3459	  0.055
           3460	 -0.015
           3461	 -0.025
           3462	 -0.145
           3463	 -0.170
           3464	 -0.200
           3465	 -0.195
           3466	 -0.190
           3467	 -0.235
           3468	  0.060
           3469	  0.730
           3470	  1.305
           3471	  0.725
           3472	 -0.235
           3473	 -0.720
           3474	 -0.615
           3475	 -0.330
           3476	 -0.180
           3477	 -0.155
           3478	 -0.160
           3479	 -0.135
           3480	 -0.140
           3481	 -0.110
           3482	 -0.100
           3483	 -0.080
           3484	 -0.065
           3485	 -0.040
           3486	 -0.010
           3487	  0.010
           3488	  0.030
           3489	  0.050
           3490	  0.075
           3491	  0.125
           3492	  0.150
           3493	  0.170
           3494	  0.195
           3495	  0.215
           3496	  0.215
           3497	  0.235
           3498	  0.220
           3499	  0.225
           3500	  0.190
           3501	  0.145
           3502	  0.125
           3503	  0.085
           3504	  0.065
           3505	  0.005
           3506	 -0.005
           3507	  0.000
           3508	  0.010
           3509	  0.005
           3510	 -0.005
           3511	 -0.030
           3512	 -0.025
           3513	 -0.010
           3514	 -0.015
           3515	 -0.015
           3516	 -0.045
           3517	 -0.040
           3518	 -0.030
           3519	 -0.045
           3520	 -0.065
           3521	 -0.075
           3522	 -0.060
           3523	 -0.060
           3524	 -0.080
           3525	 -0.075
           3526	 -0.085
           3527	 -0.065
           3528	 -0.080
           3529	 -0.090
           3530	 -0.085
           3531	 -0.065
           3532	 -0.090
           3533	 -0.085
           3534	 -0.100
           3535	 -0.090
           3536	 -0.090
           3537	 -0.090
           3538	 -0.095
           3539	 -0.030
           3540	  0.040
           3541	  0.035
           3542	  0.085
           3543	  0.200
           3544	  0.145
           3545	  0.050
           3546	 -0.010
           3547	 -0.025
           3548	 -0.130
           3549	 -0.150
           3550	 -0.200
           3551	 -0.190
           3552	 -0.170
           3553	 -0.215
           3554	  0.065
           3555	  0.830
           3556	  1.440
           3557	  0.705
           3558	 -0.320
           3559	 -0.775
           3560	 -0.610
           3561	 -0.325
           3562	 -0.180
           3563	 -0.145
           3564	 -0.155
           3565	 -0.130
           3566	 -0.130
           3567	 -0.120
           3568	 -0.100
           3569	 -0.075
           3570	 -0.075
           3571	 -0.035
           3572	 -0.035
           3573	  0.005
           3574	  0.030
           3575	  0.050
           3576	  0.070
           3577	  0.125
           3578	  0.150
           3579	  0.205
           3580	  0.200
           3581	  0.215
           3582	  0.235
           3583	  0.225
           3584	  0.235
           3585	  0.205
           3586	  0.190
           3587	  0.150
           3588	  0.095
           3589	  0.075
           3590	  0.035
           3591	  0.015
           3592	  0.000
           3593	 -0.015
           3594	 -0.005
           3595	 -0.015
           3596	 -0.020
           3597	  0.000
           3598	 -0.015
           3599	 -0.010
           3600	 -0.020
           3601	 -0.025
           3602	 -0.035
           3603	 -0.020
           3604	 -0.040
           3605	 -0.055
           3606	 -0.055
           3607	 -0.055
           3608	 -0.060
           3609	 -0.070
           3610	 -0.065
           3611	 -0.070
           3612	 -0.065
           3613	 -0.065
           3614	 -0.085
           3615	 -0.065
           3616	 -0.075
           3617	 -0.095
           3618	 -0.095
           3619	 -0.090
           3620	 -0.085
           3621	 -0.100
           3622	 -0.085
           3623	 -0.075
           3624	 -0.025
           3625	  0.020
           3626	  0.030
           3627	  0.085
           3628	  0.195
           3629	  0.145
           3630	  0.045
           3631	 -0.015
           3632	 -0.040
           3633	 -0.135
           3634	 -0.200
           3635	 -0.220
           3636	 -0.200
           3637	 -0.205
           3638	 -0.260
           3639	  0.040
           3640	  0.775
           3641	  1.440
           3642	  0.905
           3643	 -0.280
           3644	 -0.790
           3645	 -0.600
           3646	 -0.315
           3647	 -0.170
           3648	 -0.165
           3649	 -0.160
           3650	 -0.140
           3651	 -0.140
           3652	 -0.135
           3653	 -0.125
           3654	 -0.090
           3655	 -0.075
           3656	 -0.040
           3657	 -0.030
           3658	  0.005
           3659	  0.025
           3660	  0.040
           3661	  0.085
           3662	  0.115
           3663	  0.155
           3664	  0.200
           3665	  0.220
           3666	  0.230
           3667	  0.240
           3668	  0.250
           3669	  0.260
           3670	  0.245
           3671	  0.200
           3672	  0.160
           3673	  0.115
           3674	  0.070
           3675	  0.040
           3676	  0.010
           3677	  0.000
           3678	 -0.005
           3679	 -0.010
           3680	 -0.015
           3681	  0.000
           3682	  0.000
           3683	 -0.005
           3684	 -0.015
           3685	 -0.005
           3686	 -0.015
           3687	 -0.025
           3688	 -0.035
           3689	 -0.035
           3690	 -0.045
           3691	 -0.050
           3692	 -0.060
           3693	 -0.060
           3694	 -0.075
           3695	 -0.060
           3696	 -0.080
           3697	 -0.070
           3698	 -0.075
           3699	 -0.075
           3700	 -0.095
           3701	 -0.075
           3702	 -0.090
           3703	 -0.080
           3704	 -0.095
           3705	 -0.080
           3706	 -0.095
           3707	 -0.080
           3708	 -0.100
           3709	 -0.090
           3710	 -0.065
           3711	  0.000
           3712	  0.040
           3713	  0.045
           3714	  0.160
           3715	  0.150
           3716	  0.070
           3717	  0.020
           3718	 -0.040
           3719	 -0.065
           3720	 -0.190
           3721	 -0.185
           3722	 -0.200
           3723	 -0.190
           3724	 -0.220
           3725	 -0.155
           3726	  0.295
           3727	  1.220
           3728	  1.710
           3729	  0.065
           3730	 -0.730
           3731	 -0.630
           3732	 -0.395
           3733	 -0.150
           3734	 -0.170
           3735	 -0.155
           3736	 -0.165
           3737	 -0.140
           3738	 -0.140
           3739	 -0.110
           3740	 -0.105
           3741	 -0.075
           3742	 -0.065
           3743	 -0.030
           3744	 -0.020
           3745	  0.010
           3746	  0.035
           3747	  0.075
           3748	  0.100
           3749	  0.145
           3750	  0.170
           3751	  0.200
           3752	  0.210
           3753	  0.220
           3754	  0.220
           3755	  0.230
           3756	  0.220
           3757	  0.205
           3758	  0.165
           3759	  0.135
           3760	  0.095
           3761	  0.055
           3762	  0.025
           3763	  0.010
           3764	  0.005
           3765	  0.000
           3766	 -0.005
           3767	  0.000
           3768	  0.005
           3769	  0.005
           3770	  0.000
           3771	  0.000
           3772	 -0.005
           3773	 -0.015
           3774	 -0.020
           3775	 -0.030
           3776	 -0.030
           3777	 -0.040
           3778	 -0.045
           3779	 -0.055
           3780	 -0.055
           3781	 -0.060
           3782	 -0.060
           3783	 -0.065
           3784	 -0.065
           3785	 -0.075
           3786	 -0.070
           3787	 -0.080
           3788	 -0.075
           3789	 -0.085
           3790	 -0.075
           3791	 -0.085
           3792	 -0.080
           3793	 -0.090
           3794	 -0.095
           3795	 -0.105
           3796	 -0.095
           3797	 -0.105
           3798	 -0.100
           3799	 -0.070
           3800	 -0.005
           3801	  0.030
           3802	  0.020
           3803	  0.110
           3804	  0.150
           3805	  0.105
           3806	  0.020
           3807	 -0.035
           3808	 -0.040
           3809	 -0.160
           3810	 -0.190
           3811	 -0.200
           3812	 -0.185
           3813	 -0.190
           3814	 -0.225
           3815	  0.085
           3816	  0.915
           3817	  1.560
           3818	  0.550
           3819	 -0.500
           3820	 -0.695
           3821	 -0.440
           3822	 -0.180
           3823	 -0.170
           3824	 -0.160
           3825	 -0.155
           3826	 -0.135
           3827	 -0.135
           3828	 -0.120
           3829	 -0.110
           3830	 -0.085
           3831	 -0.065
           3832	 -0.040
           3833	 -0.020
           3834	  0.005
           3835	  0.025
           3836	  0.060
           3837	  0.085
           3838	  0.120
           3839	  0.155
           3840	  0.180
           3841	  0.195
           3842	  0.205
           3843	  0.195
           3844	  0.210
           3845	  0.210
           3846	  0.200
           3847	  0.175
           3848	  0.155
           3849	  0.110
           3850	  0.075
           3851	  0.050
           3852	  0.025
           3853	  0.010
           3854	  0.010
           3855	  0.000
           3856	  0.000
           3857	  0.010
           3858	  0.005
           3859	  0.000
           3860	  0.000
           3861	 -0.010
           3862	 -0.020
           3863	 -0.020
           3864	 -0.025
           3865	 -0.020
           3866	 -0.035
           3867	 -0.040
           3868	 -0.045
           3869	 -0.055
           3870	 -0.060
           3871	 -0.060
           3872	 -0.065
           3873	 -0.065
           3874	 -0.075
           3875	 -0.065
           3876	 -0.080
           3877	 -0.070
           3878	 -0.075
           3879	 -0.065
           3880	 -0.075
           3881	 -0.085
           3882	 -0.085
           3883	 -0.070
           3884	 -0.085
           3885	 -0.080
           3886	 -0.095
           3887	 -0.070
           3888	 -0.095
           3889	 -0.080
           3890	 -0.055
           3891	  0.000
           3892	  0.030
           3893	  0.050
           3894	  0.150
           3895	  0.165
           3896	  0.115
           3897	  0.035
           3898	 -0.030
           3899	 -0.045
           3900	 -0.165
           3901	 -0.165
           3902	 -0.185
           3903	 -0.175
           3904	 -0.200
           3905	 -0.180
           3906	  0.175
           3907	  0.960
           3908	  1.480
           3909	  0.235
           3910	 -0.550
           3911	 -0.675
           3912	 -0.455
           3913	 -0.190
           3914	 -0.170
           3915	 -0.145
           3916	 -0.165
           3917	 -0.125
           3918	 -0.130
           3919	 -0.100
           3920	 -0.100
           3921	 -0.080
           3922	 -0.075
           3923	 -0.040
           3924	 -0.030
           3925	  0.005
           3926	  0.015
           3927	  0.055
           3928	  0.070
           3929	  0.105
           3930	  0.125
           3931	  0.160
           3932	  0.175
           3933	  0.190
           3934	  0.180
           3935	  0.200
           3936	  0.210
           3937	  0.195
           3938	  0.165
           3939	  0.155
           3940	  0.110
           3941	  0.080
           3942	  0.035
           3943	  0.035
           3944	  0.025
           3945	  0.015
           3946	  0.000
           3947	  0.000
           3948	  0.000
           3949	  0.005
           3950	  0.000
           3951	 -0.005
           3952	 -0.010
           3953	 -0.020
           3954	 -0.015
           3955	 -0.035
           3956	 -0.045
           3957	 -0.045
           3958	 -0.045
           3959	 -0.040
           3960	 -0.060
           3961	 -0.075
           3962	 -0.065
           3963	 -0.060
           3964	 -0.065
           3965	 -0.070
           3966	 -0.070
           3967	 -0.080
           3968	 -0.070
           3969	 -0.070
           3970	 -0.075
           3971	 -0.090
           3972	 -0.090
           3973	 -0.075
           3974	 -0.090
           3975	 -0.080
           3976	 -0.100
           3977	 -0.085
           3978	 -0.090
           3979	 -0.075
           3980	 -0.115
           3981	 -0.090
           3982	 -0.070
           3983	 -0.020
           3984	  0.015
           3985	  0.025
           3986	  0.130
           3987	  0.170
           3988	  0.095
           3989	  0.015
           3990	 -0.040
           3991	 -0.055
           3992	 -0.185
           3993	 -0.185
           3994	 -0.205
           3995	 -0.175
           3996	 -0.220
           3997	 -0.165
           3998	  0.245
           3999	  1.005
           4000	  1.455
           4001	  0.175
           4002	 -0.560
           4003	 -0.705
           4004	 -0.500
           4005	 -0.230
           4006	 -0.185
           4007	 -0.155
           4008	 -0.155
           4009	 -0.135
           4010	 -0.145
           4011	 -0.110
           4012	 -0.105
           4013	 -0.075
           4014	 -0.075
           4015	 -0.035
           4016	 -0.035
           4017	  0.000
           4018	  0.015
           4019	  0.055
           4020	  0.070
           4021	  0.105
           4022	  0.125
           4023	  0.155
           4024	  0.160
           4025	  0.185
           4026	  0.195
           4027	  0.210
           4028	  0.195
           4029	  0.175
           4030	  0.160
           4031	  0.135
           4032	  0.100
           4033	  0.060
           4034	  0.035
           4035	  0.015
           4036	  0.010
           4037	 -0.005
           4038	 -0.010
           4039	 -0.005
           4040	  0.000
           4041	  0.000
           4042	 -0.015
           4043	 -0.015
           4044	 -0.020
           4045	 -0.035
           4046	 -0.045
           4047	 -0.050
           4048	 -0.045
           4049	 -0.060
           4050	 -0.070
           4051	 -0.080
           4052	 -0.070
           4053	 -0.075
           4054	 -0.080
           4055	 -0.085
           4056	 -0.085
           4057	 -0.090
           4058	 -0.085
           4059	 -0.085
           4060	 -0.095
           4061	 -0.100
           4062	 -0.090
           4063	 -0.100
           4064	 -0.095
           4065	 -0.105
           4066	 -0.100
           4067	 -0.100
           4068	 -0.100
           4069	 -0.110
           4070	 -0.095
           4071	 -0.055
           4072	  0.010
           4073	  0.020
           4074	  0.055
           4075	  0.170
           4076	  0.120
           4077	  0.040
           4078	 -0.020
           4079	 -0.040
           4080	 -0.130
           4081	 -0.200
           4082	 -0.195
           4083	 -0.200
           4084	 -0.195
           4085	 -0.245
           4086	  0.000
           4087	  0.645
           4088	  1.300
           4089	  0.990
           4090	 -0.205
           4091	 -0.735
           4092	 -0.560
           4093	 -0.300
           4094	 -0.160
           4095	 -0.160
           4096	 -0.140
           4097	 -0.140
           4098	 -0.125
           4099	 -0.115
           4100	 -0.095
           4101	 -0.085
           4102	 -0.060
           4103	 -0.045
           4104	 -0.020
           4105	  0.000
           4106	  0.030
           4107	  0.050
           4108	  0.085
           4109	  0.115
           4110	  0.145
           4111	  0.175
           4112	  0.200
           4113	  0.205
           4114	  0.210
           4115	  0.220
           4116	  0.220
           4117	  0.210
           4118	  0.185
           4119	  0.150
           4120	  0.105
           4121	  0.070
           4122	  0.040
           4123	  0.020
           4124	  0.005
           4125	  0.000
           4126	  0.000
           4127	 -0.005
           4128	  0.000
           4129	 -0.005
           4130	  0.000
           4131	  0.000
           4132	  0.000
           4133	 -0.010
           4134	 -0.015
           4135	 -0.025
           4136	 -0.030
           4137	 -0.035
           4138	 -0.040
           4139	 -0.050
           4140	 -0.050
           4141	 -0.055
           4142	 -0.060
           4143	 -0.070
           4144	 -0.065
           4145	 -0.075
           4146	 -0.065
           4147	 -0.070
           4148	 -0.065
           4149	 -0.080
           4150	 -0.070
           4151	 -0.080
           4152	 -0.075
           4153	 -0.085
           4154	 -0.075
           4155	 -0.085
           4156	 -0.080
           4157	 -0.085
           4158	 -0.075
           4159	 -0.095
           4160	 -0.080
           4161	 -0.095
           4162	 -0.080
           4163	 -0.095
           4164	 -0.085
           4165	 -0.105
           4166	 -0.085
           4167	 -0.070
           4168	 -0.010
           4169	  0.025
           4170	  0.030
           4171	  0.110
           4172	  0.150
           4173	  0.095
           4174	  0.020
           4175	 -0.035
           4176	 -0.030
           4177	 -0.165
           4178	 -0.180
           4179	 -0.190
           4180	 -0.165
           4181	 -0.200
           4182	 -0.190
           4183	  0.180
           4184	  1.085
           4185	  1.640
           4186	  0.190
           4187	 -0.640
           4188	 -0.625
           4189	 -0.390
           4190	 -0.150
           4191	 -0.160
           4192	 -0.140
           4193	 -0.150
           4194	 -0.130
           4195	 -0.135
           4196	 -0.105
           4197	 -0.115
           4198	 -0.075
           4199	 -0.070
           4200	 -0.030
           4201	 -0.015
           4202	  0.015
           4203	  0.030
           4204	  0.060
           4205	  0.085
           4206	  0.125
           4207	  0.150
           4208	  0.185
           4209	  0.195
           4210	  0.210
           4211	  0.205
           4212	  0.210
           4213	  0.205
           4214	  0.200
           4215	  0.170
           4216	  0.145
           4217	  0.110
           4218	  0.080
           4219	  0.050
           4220	  0.025
           4221	  0.015
           4222	  0.010
           4223	  0.010
           4224	  0.015
           4225	  0.010
           4226	  0.015
           4227	  0.015
           4228	  0.015
           4229	  0.005
           4230	  0.000
           4231	  0.000
           4232	 -0.005
           4233	 -0.015
           4234	 -0.020
           4235	 -0.030
           4236	 -0.025
           4237	 -0.035
           4238	 -0.035
           4239	 -0.040
           4240	 -0.040
           4241	 -0.045
           4242	 -0.045
           4243	 -0.055
           4244	 -0.055
           4245	 -0.060
           4246	 -0.055
           4247	 -0.060
           4248	 -0.055
           4249	 -0.065
           4250	 -0.065
           4251	 -0.065
           4252	 -0.065
           4253	 -0.070
           4254	 -0.060
           4255	 -0.075
           4256	 -0.065
           4257	 -0.075
           4258	 -0.065
           4259	 -0.075
           4260	 -0.070
           4261	 -0.080
           4262	 -0.065
           4263	 -0.080
           4264	 -0.070
           4265	 -0.080
           4266	 -0.080
           4267	 -0.065
           4268	 -0.010
           4269	  0.035
           4270	  0.040
           4271	  0.105
           4272	  0.180
           4273	  0.120
           4274	  0.030
           4275	 -0.025
           4276	 -0.020
           4277	 -0.145
           4278	 -0.180
           4279	 -0.190
           4280	 -0.185
           4281	 -0.190
           4282	 -0.205
           4283	  0.120
           4284	  0.900
           4285	  1.440
           4286	  0.320
           4287	 -0.530
           4288	 -0.675
           4289	 -0.455
           4290	 -0.190
           4291	 -0.170
           4292	 -0.155
           4293	 -0.155
           4294	 -0.135
           4295	 -0.145
           4296	 -0.120
           4297	 -0.110
           4298	 -0.075
           4299	 -0.065
           4300	 -0.035
           4301	 -0.030
           4302	  0.010
           4303	  0.025
           4304	  0.060
           4305	  0.075
           4306	  0.110
           4307	  0.145
           4308	  0.170
           4309	  0.185
           4310	  0.195
           4311	  0.200
           4312	  0.215
           4313	  0.200
           4314	  0.205
           4315	  0.190
           4316	  0.160
           4317	  0.110
           4318	  0.080
           4319	  0.055
           4320	  0.030
           4321	  0.015
           4322	  0.010
           4323	 -0.010
           4324	  0.010
           4325	  0.010
           4326	  0.000
           4327	 -0.005
           4328	  0.000
           4329	  0.000
           4330	  0.000
           4331	 -0.020
           4332	 -0.030
           4333	 -0.030
           4334	 -0.035
           4335	 -0.050
           4336	 -0.040
           4337	 -0.045
           4338	 -0.060
           4339	 -0.060
           4340	 -0.050
           4341	 -0.055
           4342	 -0.050
           4343	 -0.065
           4344	 -0.055
           4345	 -0.060
           4346	 -0.060
           4347	 -0.055
           4348	 -0.070
           4349	 -0.075
           4350	 -0.065
           4351	 -0.075
           4352	 -0.075
           4353	 -0.085
           4354	 -0.070
           4355	 -0.070
           4356	 -0.070
           4357	 -0.100
           4358	 -0.055
           4359	 -0.090
           4360	 -0.075
           4361	 -0.065
           4362	 -0.025
           4363	  0.025
           4364	  0.050
           4365	  0.120
           4366	  0.210
           4367	  0.125
           4368	  0.045
           4369	 -0.030
           4370	 -0.025
           4371	 -0.160
           4372	 -0.170
           4373	 -0.195
           4374	 -0.160
           4375	 -0.200
           4376	 -0.170
           4377	  0.215
           4378	  0.915
           4379	  1.395
           4380	  0.320
           4381	 -0.405
           4382	 -0.700
           4383	 -0.545
           4384	 -0.245
           4385	 -0.160
           4386	 -0.125
           4387	 -0.150
           4388	 -0.110
           4389	 -0.140
           4390	 -0.095
           4391	 -0.085
           4392	 -0.055
           4393	 -0.060
           4394	 -0.015
           4395	 -0.010
           4396	  0.030
           4397	  0.040
           4398	  0.045
           4399	  0.095
           4400	  0.130
           4401	  0.125
           4402	  0.185
           4403	  0.190
           4404	  0.205
           4405	  0.200
           4406	  0.210
           4407	  0.220
           4408	  0.215
           4409	  0.190
           4410	  0.150
           4411	  0.120
           4412	  0.080
           4413	  0.055
           4414	  0.040
           4415	  0.020
           4416	  0.000
           4417	 -0.010
           4418	  0.000
           4419	  0.005
           4420	 -0.010
           4421	 -0.010
           4422	 -0.005
           4423	 -0.005
           4424	 -0.020
           4425	 -0.025
           4426	 -0.010
           4427	 -0.045
           4428	 -0.040
           4429	 -0.040
           4430	 -0.055
           4431	 -0.070
           4432	 -0.065
           4433	 -0.075
           4434	 -0.075
           4435	 -0.070
           4436	 -0.070
           4437	 -0.075
           4438	 -0.085
           4439	 -0.075
           4440	 -0.065
           4441	 -0.085
           4442	 -0.100
           4443	 -0.080
           4444	 -0.090
           4445	 -0.085
           4446	 -0.095
           4447	 -0.100
           4448	 -0.035
           4449	  0.010
           4450	  0.030
           4451	  0.075
           4452	  0.215
           4453	  0.140
           4454	  0.060
           4455	  0.000
           4456	 -0.035
           4457	 -0.110
           4458	 -0.180
